has_job_experience,requires_job_training,no_of_employees,yr_of_estab,prevailing_wage,full_time_position,processing_time_days,target_binary,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Bachelor's,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,region_of_employment_Island,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Hour,unit_of_wage_Month,unit_of_wage_Week,unit_of_wage_Year
1,0,781,2006,17721.29,1,51,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0,2065,2005,61024.55,1,50,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,838,1949,108660.31,1,48,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,5585,2007,111921.54,1,53,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,1419,2001,125465.83,1,42,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,0,293,1894,9489.65,1,57,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,1,692,2007,27785.74,1,50,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,44,1855,12830.98,1,53,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1,1647,1995,94806.05,1,21,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,2442,1981,123539.66,1,56,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0,4518,1970,21727.94,1,19,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,1723,1997,124910.26,0,36,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,3545,1879,83626.72,1,36,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,2906,1916,103966.44,0,52,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,3647,1997,86937.71,1,10,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,1,1197,2001,49385.62,1,38,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,345,1996,50896.02,1,63,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1,1963,1999,62006.13,1,54,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0,1853,1994,13458.61,1,41,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1137,1989,11794.08,1,35,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,1260,2010,27572.16,1,42,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,1,1224,1838,112776.62,1,39,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,92520,2008,94423.87,1,41,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,22548,2009,103646.28,0,28,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,2533,1936,78349.59,1,50,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,1853,1981,70334.36,1,50,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,78,1914,82294.95,1,43,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,3547,2011,80123.09,1,52,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,4133,2005,109442.71,1,56,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,808,1863,109359.13,1,58,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0,6633,1973,448.9782,1,29,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0,2739,1979,134867.6,1,42,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,5505,2011,64820.28,1,42,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,749,1939,36535.82,1,49,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0,1490,2012,146216.07,1,29,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,3592,2001,99300.84,0,64,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,4598,1869,12728.81,1,68,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,1720,1998,105040.96,1,50,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,1,183,1947,40820.77,1,46,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,158,1949,83992.66,0,58,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,3916,1987,9836.22,1,13,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0,2540,2008,105.1507,1,46,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,0,1586,1988,116566.18,1,64,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,3874,1960,6801.63,1,47,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,4449,1983,87653.0,1,31,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,428773,2004,39191.89,1,38,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,2934,1989,35457.24,1,53,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1762,1999,130513.76,1,42,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,3898,2005,141938.68,1,69,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,1923,2005,42621.43,1,48,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,5444,1994,49475.13,1,38,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,1,54229,1876,27977.98,1,37,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,2641,2008,36326.05,1,51,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,1648,2005,358.8772,1,51,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,0,4668,2001,84889.85,1,50,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,1433,1984,126055.3,1,33,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,4457,2007,33662.01,0,68,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,1,2157,2001,136075.59,1,44,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0,0,169,1981,141527.39,0,65,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,4048,2007,137458.66,1,48,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,3409,1997,117040.44,0,63,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,1,552,1997,54184.98,1,24,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0,1520,1870,88455.82,1,37,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,1795,1995,712.2584,1,66,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0,0,99,1881,93313.92,0,72,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,2282,2009,70558.66,1,31,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,2374,1998,129632.27,0,47,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,5696,1985,32864.64,1,45,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1429,2008,139111.82,1,40,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0,3019,1944,27291.1,1,52,1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,512,1976,133870.7,1,61,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,5548,2000,88589.04,1,55,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1389,2013,76529.42,1,41,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,3526,1992,33539.87,1,60,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,3910,1998,68806.06,1,40,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,5973,2007,53263.14,1,52,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,595,1840,110262.96,1,65,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,0,2839,1940,57902.85,1,20,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,644,2001,108186.26,1,58,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,876,1998,126098.49,1,29,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,1584,1977,46927.41,0,50,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1,393,2006,144295.59,1,40,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0,2413,1975,52238.83,1,29,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,3031,1989,73301.43,1,53,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,7902,1909,84701.27,1,49,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,1,2167,2007,74543.24,1,29,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,1000,2008,66194.39,1,41,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0,2858,1956,77835.18,0,42,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,1479,1884,91075.89,1,35,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,1,3061,1998,36779.89,1,35,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0,1220,2010,125799.78,1,38,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,1,1351,1875,140492.79,1,32,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,1878,2004,2570.36,0,51,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,4178,1988,104572.62,1,71,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,2999,2001,48320.09,1,43,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,121,1920,762.0136,1,56,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0,1337,2003,84935.96,1,72,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,4007,2000,150919.58,0,29,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,186,2012,103414.25,1,62,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1652,1947,105382.74,1,50,1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,22953,1990,75333.02,1,64,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,2117,1998,58670.99,1,58,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,5543,1989,134088.73,0,56,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,3678,1926,44337.99,1,47,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,3173,2002,28652.91,1,62,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1,4275,1919,3673.32,1,53,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,922,1995,69244.14,1,48,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,0,3022,2008,30488.04,1,51,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1,3570,1982,139315.01,1,39,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,2920,1981,831.6139,1,42,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1,0,3969,1938,947.9375,1,69,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,1,855,1995,150176.25,1,56,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,1,864,1915,157842.33,1,32,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,118,1864,162239.39,1,47,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,1,559,2006,58564.71,1,23,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,174,1981,155673.65,1,59,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,61,1992,83171.53,1,35,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,20155,1928,99436.9,1,53,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,2921,2004,199735.07,0,33,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,1483,1996,65381.12,1,61,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1432,2001,50266.11,1,39,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,1956,2002,56966.9,0,40,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1619,2008,4065.74,1,59,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,6046,2007,95474.67,0,32,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
1,0,5049,1997,28573.82,1,54,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,3044,1876,27053.34,1,42,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,3329,1968,70284.59,1,24,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,4521,1965,82094.94,0,26,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,1,4502,2001,108420.21,1,43,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,55,1989,115772.43,1,55,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,0,1814,2006,128199.58,1,58,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,1051,1999,852.32,1,69,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1889,2001,143473.65,0,67,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1091,1997,90166.19,1,38,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,764,2004,99857.49,1,42,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,2760,2007,115973.92,0,43,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,4150,2009,121684.08,0,44,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1,1868,1999,98459.28,1,26,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,615,1968,6068.99,1,38,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,4385,2001,95500.28,1,23,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,153,2003,22781.06,1,45,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,0,5262,2005,117903.56,0,69,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1671,1963,65820.55,1,42,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,5018,1995,124956.98,1,50,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,2137,1985,40801.41,1,54,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,4946,1975,99865.09,1,47,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1713,2007,91088.38,1,48,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,24413,1998,35843.13,1,45,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,398,1946,8194.65,1,48,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,18460,1989,955.07,1,38,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1985,2002,29766.59,1,45,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,13333,2013,96377.18,1,21,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,0,1728,1968,38232.45,1,66,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,4887,1976,117440.97,1,17,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,0,19333,2005,53378.97,1,60,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,1,3866,2010,45449.09,1,34,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,25914,2004,806.2222,1,38,0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False
1,0,4050,1868,19189.62,1,52,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,22072,1994,26230.78,1,56,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,2314,2001,27967.42,1,45,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,2684,1990,87869.64,1,57,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,5888,2005,15418.27,1,22,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1,0,2183,1855,105628.58,1,28,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,705,1989,29979.87,1,65,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,890,1993,35843.37,1,35,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,366,1909,39712.14,1,16,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0,1148,2003,37999.89,1,27,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,561,1981,139358.08,1,41,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0,888,2000,66923.13,1,36,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,3617,1997,37940.78,1,48,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,372,1970,69272.2,1,47,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,1672,1982,82562.68,1,41,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,0,840,1996,12920.45,1,57,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,2991,1899,35033.57,1,54,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,6308,1837,101249.13,1,49,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,492,1976,61300.75,1,63,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,2776,1956,58775.85,1,40,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0,0,1457,2003,70121.1,1,33,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,412207,1984,9789.32,1,53,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,147,1989,90316.5,1,46,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,1789,2012,109671.18,1,36,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,1,4074,2012,93176.56,1,41,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,1,467,1991,63059.1,1,35,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,4445,2003,60319.9,1,57,0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
1,0,5245,2009,87216.81,1,46,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,1,4020,1892,64325.43,1,47,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,1,1351,1997,252825.11,1,51,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,1369,2011,60801.21,1,60,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,507,2007,141634.59,1,42,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,0,1538,2008,65727.22,1,47,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,1,1666,2005,88757.17,1,49,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,3892,2000,94660.35,1,42,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,3016,1993,53.535,1,54,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0,2748,1911,56545.15,1,35,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1087,1984,350.9681,1,35,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,0,535,2008,128829.03,1,31,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,1428,1993,597.273,1,40,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,0,3447,1995,135.38,1,64,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,0,1459,1971,104265.14,0,22,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,1,1591,1998,93038.87,1,39,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,1,2742,2005,114764.06,1,49,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,1597,1988,102003.6,1,26,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,199,2001,65810.06,1,39,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1,0,2142,1984,64402.73,1,48,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,4350,1993,112796.36,1,43,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,2731,1838,77121.51,1,42,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,1375,1994,61995.27,1,57,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,11743,1990,34151.33,1,44,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,1684,1996,149808.05,1,47,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,1,687,1912,126194.09,0,54,0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,2320,1999,121770.31,1,45,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,470,1824,70729.85,1,45,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0,3934,1992,105976.06,1,43,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1755,1879,11430.98,1,42,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,635,1912,29945.33,1,41,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,3162,1966,30476.29,1,55,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0,1260,1888,128.01,1,59,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
1,0,909,2013,63945.17,1,35,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,2252,1987,21306.83,1,33,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,4568,2014,28599.49,1,40,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,1308,2007,36831.93,1,38,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,3009,1999,10291.85,1,30,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0,0,1599,2013,146843.52,1,68,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,0,386,2002,247.1333,1,42,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
1,0,3950,1981,32517.96,1,49,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,1248,2001,123346.27,1,59,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1458,2011,40286.12,1,26,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,1,1180,2013,10831.75,1,25,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
1,0,2164,2004,92268.35,1,31,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,0,87957,1989,7953.8,1,25,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,1,693,1979,81296.02,1,55,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1282,2007,37432.4,1,51,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0,0,477,1979,268.7924,1,44,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,0,953,1988,60754.84,1,70,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
